filename,class,x_start,y_start,x_finish,y_finish
screen_768x768_273.png,parkinglot,633.4353,634.9131,664.9967,597.8117
screen_768x768_273.png,parkinglot,654.1768,638.3857,687.35,603.7656
screen_768x768_273.png,parkinglot,589.9352,626.028,620.1923,587.9069
screen_768x768_105.png.txt,parkinglot,,,,
screen_768x768_115.png,parkinglot,664.9907,323.1201,679.1158,274.8067
screen_768x768_115.png,parkinglot,594.0673,340.1017,606.2181,290.6749
screen_768x768_115.png,parkinglot,640.0139,328.8047,655.056,280.5043
screen_768x768_115.png,parkinglot,712.7288,312.2878,730.6348,263.9499
screen_768x768_115.png,parkinglot,688.6195,317.7723,704.1989,268.9041
screen_768x768_115.png,parkinglot,734.0661,307.4793,761.7561,265.7145
screen_768x768_115.png,parkinglot,616.9386,334.0143,629.9906,285.7258
screen_768x768_115.png,parkinglot,745.7925,551.0110999999999,733.5558,597.1474000000001
screen_768x768_115.png,parkinglot,722.8163,556.0085,712.3627,602.0907
screen_768x768_115.png,parkinglot,767.1062,545.2754,756.7059,591.7349
screen_768x768_123.png,parkinglot,338.7397,519.3713,326.2695,566.5255
screen_768x768_123.png,parkinglot,124.2341,323.1201,137.7431,274.8067
screen_768x768_123.png,parkinglot,53.52734,340.1017,65.04781,290.6749
screen_768x768_123.png,parkinglot,252.8405,539.47,239.7774,586.9227
screen_768x768_123.png,parkinglot,99.32986,328.8047,113.7559,280.5043
screen_768x768_123.png,parkinglot,272.9726,533.9967,260.9225,581.9089
screen_768x768_123.png,parkinglot,171.834,312.2878,189.1237,263.9499
screen_768x768_123.png,parkinglot,403.4489,503.4519,391.9332,551.131
screen_768x768_123.png,parkinglot,147.7947,317.7723,162.7507,268.9041
screen_768x768_123.png,parkinglot,422.8813,498.2016,412.173,546.3764
screen_768x768_123.png,parkinglot,248.7343,320.2772,296.2302,307.6149
screen_768x768_123.png,parkinglot,316.4285,525.3875,305.176,571.4762000000001
screen_768x768_123.png,parkinglot,360.1205,514.693,349.3842,561.1052999999999
screen_768x768_123.png,parkinglot,193.1101,307.4793,220.2673,265.7145
screen_768x768_123.png,parkinglot,296.0741,529.6595,282.0728,576.8938
screen_768x768_123.png,parkinglot,382.3852,509.1408,368.8078,556.5536999999999
screen_768x768_123.png,parkinglot,76.32101,334.0143,88.75719000000001,285.7258
screen_768x768_123.png,parkinglot,230.9998,313.7776,275.4238,289.1835
screen_768x768_123.png,parkinglot,208.51,551.0110999999999,196.2942,597.1474000000001
screen_768x768_123.png,parkinglot,185.6521,556.0085,175.16400000000002,602.0907
screen_768x768_123.png,parkinglot,229.6962,545.2754,219.3753,591.7349
screen_768x768_123.png,parkinglot,211.8437,308.2244,248.0441,273.6535
screen_768x768_133.png.txt,parkinglot,,,,
screen_768x768_77.png,parkinglot,47.97546,575.9575,95.12526,563.4474
screen_768x768_77.png,parkinglot,30.31734,569.536,74.35757,545.2378
screen_768x768_77.png,parkinglot,11.250639999999999,564.0496,47.070029999999996,529.8946
screen_768x768_67.png,parkinglot,596.1094,578.7662,610.0714,531.034
screen_768x768_67.png,parkinglot,525.6409,595.5437,537.6391,546.7112
screen_768x768_67.png,parkinglot,571.2925,584.3824999999999,586.1659,536.663
screen_768x768_67.png,parkinglot,643.5421,568.0642,661.2617,520.3079
screen_768x768_67.png,parkinglot,619.5872,573.4828,634.9933,525.2024
screen_768x768_67.png,parkinglot,719.8903,575.9575,767.2396,563.4474
screen_768x768_67.png,parkinglot,664.743,563.3135,692.1979,522.0513
screen_768x768_67.png,parkinglot,548.3645,589.5294,561.2602,541.8217
screen_768x768_67.png,parkinglot,702.3345,569.536,746.7622,545.2378
screen_768x768_67.png,parkinglot,683.3553,564.0496,719.7192,529.8946
screen_768x768_245.png.txt,parkinglot,,,,
screen_768x768_255.png.txt,parkinglot,,,,
screen_768x768_227.png.txt,parkinglot,,,,
screen_768x768_237.png.txt,parkinglot,,,,
screen_768x768_15.png.txt,parkinglot,,,,
screen_768x768_141.png.txt,parkinglot,,,,
screen_768x768_151.png.txt,parkinglot,,,,
screen_768x768_48.png.txt,parkinglot,,,,
screen_768x768_58.png.txt,parkinglot,,,,
screen_768x768_302.png.txt,parkinglot,,,,
screen_768x768_312.png.txt,parkinglot,,,,
screen_768x768_93.png.txt,parkinglot,,,,
screen_768x768_83.png.txt,parkinglot,,,,
screen_768x768_218.png,parkinglot,542.4066,3.732099999999946,529.6461,51.81179999999995
screen_768x768_218.png,parkinglot,455.2771,24.536399999999958,441.9987,72.71000000000004
screen_768x768_218.png,parkinglot,475.7024,18.87570000000005,463.4263,67.57309999999995
screen_768x768_218.png,parkinglot,519.7726,9.949100000000044,508.2708,56.8839999999999
screen_768x768_218.png,parkinglot,499.1279,14.379099999999994,484.8592,62.434799999999996
screen_768x768_218.png,parkinglot,410.3081,36.46640000000002,397.9354,83.18579999999997
screen_768x768_218.png,parkinglot,387.1264,41.63940000000002,376.5235,88.25040000000001
screen_768x768_218.png,parkinglot,431.8013,30.53710000000001,421.3243,77.6404
screen_768x768_208.png.txt,parkinglot,,,,
screen_768x768_132.png.txt,parkinglot,,,,
screen_768x768_122.png,parkinglot,405.9913,519.3713,393.4762,566.5255
screen_768x768_122.png,parkinglot,191.8287,323.1201,205.4148,274.8067
screen_768x768_122.png,parkinglot,121.0949,340.1017,132.6942,290.6749
screen_768x768_122.png,parkinglot,320.0329,539.47,306.9515,586.9227
screen_768x768_122.png,parkinglot,166.9154,328.8047,181.4184,280.5043
screen_768x768_122.png,parkinglot,340.1805,533.9967,328.1046,581.9089
screen_768x768_122.png,parkinglot,239.4459,312.2878,256.8126,263.9499
screen_768x768_122.png,parkinglot,470.7465,503.4519,459.1643,551.131
screen_768x768_122.png,parkinglot,215.3979,317.7723,230.4318,268.9041
screen_768x768_122.png,parkinglot,490.1968,498.2016,479.4117,546.3764
screen_768x768_122.png,parkinglot,316.3334,320.2772,363.8495,307.6149
screen_768x768_122.png,parkinglot,383.6638,525.3875,372.3747,571.4762000000001
screen_768x768_122.png,parkinglot,427.3865,514.693,416.5994,561.1052999999999
screen_768x768_122.png,parkinglot,260.7297,307.4793,287.9535,265.7145
screen_768x768_122.png,parkinglot,363.2958,529.6595,349.2628,576.8938
screen_768x768_122.png,parkinglot,449.6667,509.1408,436.0302,556.5536999999999
screen_768x768_122.png,parkinglot,143.8983,334.0143,156.4114,285.7258
screen_768x768_122.png,parkinglot,298.6093,313.7776,343.0725,289.1835
screen_768x768_122.png,parkinglot,275.6704,551.0110999999999,263.452,597.1474000000001
screen_768x768_122.png,parkinglot,252.7977,556.0085,242.3139,602.0907
screen_768x768_122.png,parkinglot,296.8724,545.2754,286.5417,591.7349
screen_768x768_122.png,parkinglot,279.462,308.2244,315.7176,273.6535
screen_768x768_254.png.txt,parkinglot,,,,
screen_768x768_244.png.txt,parkinglot,,,,
screen_768x768_66.png,parkinglot,663.2965,578.7662,677.3345,531.034
screen_768x768_66.png,parkinglot,592.8012,595.5437,604.8773,546.7112
screen_768x768_66.png,parkinglot,638.4706,584.3824999999999,653.4201,536.663
screen_768x768_66.png,parkinglot,710.7462,568.0642,728.5419999999999,520.3079
screen_768x768_66.png,parkinglot,686.7827,573.4828,702.2657,525.2024
screen_768x768_66.png,parkinglot,731.9547,563.3135,759.4755,522.0513
screen_768x768_66.png,parkinglot,615.5345,589.5294,628.5062,541.8217
screen_768x768_76.png,parkinglot,38.70547,568.0642,55.739959999999996,520.3079
screen_768x768_76.png,parkinglot,14.828220000000002,573.4828,29.541690000000003,525.2024
screen_768x768_76.png,parkinglot,115.167,575.9575,162.3368,563.4474
screen_768x768_76.png,parkinglot,59.83825,563.3135,86.70108,522.0513
screen_768x768_76.png,parkinglot,97.51913,569.536,141.5981,545.2378
screen_768x768_76.png,parkinglot,78.46117,564.0496,114.335,529.8946
screen_768x768_14.png.txt,parkinglot,,,,
screen_768x768_236.png.txt,parkinglot,,,,
screen_768x768_226.png.txt,parkinglot,,,,
screen_768x768_150.png.txt,parkinglot,,,,
screen_768x768_140.png.txt,parkinglot,,,,
screen_768x768_313.png.txt,parkinglot,,,,
screen_768x768_303.png.txt,parkinglot,,,,
screen_768x768_59.png.txt,parkinglot,,,,
screen_768x768_49.png.txt,parkinglot,,,,
screen_768x768_209.png.txt,parkinglot,,,,
screen_768x768_219.png,parkinglot,474.3333,3.732099999999946,461.6189,51.81179999999995
screen_768x768_219.png,parkinglot,387.2645,24.536399999999958,374.0049,72.71000000000004
screen_768x768_219.png,parkinglot,407.6738,18.87570000000005,395.4242,67.57309999999995
screen_768x768_219.png,parkinglot,451.7161,9.949100000000044,440.2517,56.8839999999999
screen_768x768_219.png,parkinglot,431.0853,14.379099999999994,416.8489,62.434799999999996
screen_768x768_219.png,parkinglot,342.3283,36.46640000000002,329.9582,83.18579999999997
screen_768x768_219.png,parkinglot,319.1617,41.63940000000002,308.5544,88.25040000000001
screen_768x768_219.png,parkinglot,363.8052,30.53710000000001,353.3383,77.6404
screen_768x768_82.png.txt,parkinglot,,,,
screen_768x768_92.png.txt,parkinglot,,,,
screen_768x768_296.png.txt,parkinglot,,,,
screen_768x768_286.png,parkinglot,18.33067,752.53551,60.33911,725.61909
screen_768x768_286.png,parkinglot,40.404740000000004,764.155312,79.57603,735.75163
screen_768x768_149.png.txt,parkinglot,,,,
screen_768x768_7.png.txt,parkinglot,,,,
screen_768x768_159.png.txt,parkinglot,,,,
screen_768x768_335.png,parkinglot,16.11834,498.6212,58.3797,471.378
screen_768x768_335.png,parkinglot,38.32654,510.382,77.73351,481.6335
screen_768x768_325.png,parkinglot,410.1648,376.4592,442.267,336.2588
screen_768x768_325.png,parkinglot,368.37800000000004,365.2323,399.3654,326.8404
screen_768x768_325.png,parkinglot,473.2869,388.4909,507.847,358.12800000000004
screen_768x768_325.png,parkinglot,645.0361,475.7526,687.6487,449.8276
screen_768x768_325.png,parkinglot,668.8364,487.1899,709.5042,460.2014
screen_768x768_325.png,parkinglot,579.2243,442.0775,620.6257,414.1539
screen_768x768_325.png,parkinglot,690.2647,498.6212,732.9609,471.378
screen_768x768_325.png,parkinglot,432.1346,379.5692,463.709,342.01599999999996
screen_768x768_325.png,parkinglot,453.0186,383.084,486.2267,348.0424
screen_768x768_325.png,parkinglot,623.5835,464.3764,664.9841,437.7631
screen_768x768_325.png,parkinglot,388.3276,370.57599999999996,418.5848,331.9906
screen_768x768_325.png,parkinglot,601.0428,452.3878,642.8447,425.9618
screen_768x768_325.png,parkinglot,712.2852,510.382,752.1511,481.6335
screen_768x768_192.png.txt,parkinglot,,,,
screen_768x768_182.png.txt,parkinglot,,,,
screen_768x768_176.png,parkinglot,67.82513,263.1172,55.46201,310.7303
screen_768x768_176.png,parkinglot,132.7418,246.9253,121.4247,295.1483
screen_768x768_176.png,parkinglot,152.2194,241.57410000000004,141.7567,290.3359
screen_768x768_176.png,parkinglot,45.44511,269.2328,34.27247,315.7411
screen_768x768_176.png,parkinglot,89.27799,258.3557,78.68179,305.244
screen_768x768_176.png,parkinglot,25.022370000000002,273.583,11.06413,321.2248
screen_768x768_176.png,parkinglot,111.6144,252.70979999999997,98.19391999999999,300.6371
screen_768x768_166.png,parkinglot,744.4246,263.1172,731.6053,310.7303
screen_768x768_166.png,parkinglot,530.6914,64.35339999999997,544.7489,15.448099999999954
screen_768x768_166.png,parkinglot,459.3895,81.54290000000003,471.4564,31.510899999999992
screen_768x768_166.png,parkinglot,657.6444,283.5652,644.3912,331.3758
screen_768x768_166.png,parkinglot,505.5804,70.10760000000005,520.5602,21.21550000000002
screen_768x768_166.png,parkinglot,677.9929,277.9991,665.7130000000001,326.301
screen_768x768_166.png,parkinglot,578.6863,53.38850000000002,596.5482,4.458300000000008
screen_768x768_166.png,parkinglot,554.4474,58.94010000000003,569.9664,9.473100000000045
screen_768x768_166.png,parkinglot,655.9789,61.47569999999996,703.8871,48.658300000000054
screen_768x768_166.png,parkinglot,721.8784,269.2328,710.3359,315.7411
screen_768x768_166.png,parkinglot,766.0219999999999,258.3557,754.9126,305.244
screen_768x768_166.png,parkinglot,600.1387,48.52110000000005,627.8652,6.244500000000016
screen_768x768_166.png,parkinglot,701.3179,273.583,687.0401,321.2248
screen_768x768_166.png,parkinglot,482.3808,75.38100000000009,495.3584,26.50109999999995
screen_768x768_166.png,parkinglot,638.1989,54.896600000000035,683.1319,30.00109999999995
screen_768x768_166.png,parkinglot,612.8513,295.2989,600.5455,341.7248
screen_768x768_166.png,parkinglot,589.7653,300.3831,579.2396,346.7282
screen_768x768_166.png,parkinglot,634.2624,289.4673,623.8189,336.2465
screen_768x768_166.png,parkinglot,618.9794,49.275300000000016,655.735,14.2808
screen_768x768_22.png.txt,parkinglot,,,,
screen_768x768_32.png.txt,parkinglot,,,,
screen_768x768_210.png.txt,parkinglot,,,,
screen_768x768_200.png.txt,parkinglot,,,,
screen_768x768_272.png,parkinglot,678.8148,631.8405,710.9766,592.1237
screen_768x768_272.png,parkinglot,637.3509,620.7487,668.3934,582.8188
screen_768x768_272.png,parkinglot,700.6324,634.9131,732.2529,597.8117
screen_768x768_272.png,parkinglot,721.3683,638.3857,754.5968,603.7656
screen_768x768_272.png,parkinglot,657.1464,626.028,687.4644,587.9069
screen_768x768_262.png.txt,parkinglot,,,,
screen_768x768_40.png.txt,parkinglot,,,,
screen_768x768_50.png.txt,parkinglot,,,,
screen_768x768_114.png,parkinglot,732.5852,323.1201,746.7874,274.8067
screen_768x768_114.png,parkinglot,661.6348,340.1017,673.8643,290.6749
screen_768x768_114.png,parkinglot,707.5995,328.8047,722.7185,280.5043
screen_768x768_114.png,parkinglot,684.5157,334.0143,697.6448,285.7258
screen_768x768_104.png.txt,parkinglot,,,,
screen_768x768_142.png.txt,parkinglot,,,,
screen_768x768_152.png.txt,parkinglot,,,,
screen_768x768_224.png,parkinglot,133.9669,3.732099999999946,121.4834,51.81179999999995
screen_768x768_224.png,parkinglot,47.20193,24.536399999999958,34.03606,72.71000000000004
screen_768x768_224.png,parkinglot,67.53168000000001,18.87570000000005,55.41441999999999,67.57309999999995
screen_768x768_224.png,parkinglot,111.4338,9.949100000000044,100.1567,56.8839999999999
screen_768x768_224.png,parkinglot,90.87289,14.379099999999994,76.79814,62.434799999999996
screen_768x768_224.png,parkinglot,23.82481,30.53710000000001,13.40879,77.6404
screen_768x768_234.png.txt,parkinglot,,,,
screen_768x768_16.png.txt,parkinglot,,,,
screen_768x768_74.png,parkinglot,125.8003,578.7662,139.2296,531.034
screen_768x768_74.png,parkinglot,55.519090000000006,595.5437,66.97234,546.7112
screen_768x768_74.png,parkinglot,101.046,584.3824999999999,115.3869,536.663
screen_768x768_74.png,parkinglot,173.1135,568.0642,190.3003,520.3079
screen_768x768_74.png,parkinglot,149.219,573.4828,164.0864,525.2024
screen_768x768_74.png,parkinglot,249.5499,575.9575,296.7595,563.4474
screen_768x768_74.png,parkinglot,194.2614,563.3135,221.2559,522.0513
screen_768x768_74.png,parkinglot,78.17564,589.5294,90.53886,541.8217
screen_768x768_74.png,parkinglot,231.9225,569.536,276.079,545.2378
screen_768x768_74.png,parkinglot,212.882,564.0496,248.8648,529.8946
screen_768x768_64.png,parkinglot,727.1217,595.5437,739.3534,546.7112
screen_768x768_64.png,parkinglot,749.8741,589.5294,762.998,541.8217
screen_768x768_246.png.txt,parkinglot,,,,
screen_768x768_256.png.txt,parkinglot,,,,
screen_768x768_120.png,parkinglot,540.4945,519.3713,527.8892,566.5255
screen_768x768_120.png,parkinglot,327.0179,323.1201,340.7579,274.8067
screen_768x768_120.png,parkinglot,256.2299,340.1017,267.9867,290.6749
screen_768x768_120.png,parkinglot,454.4175,539.47,441.2995,586.9227
screen_768x768_120.png,parkinglot,302.0865,328.8047,316.7435,280.5043
screen_768x768_120.png,parkinglot,474.5962,533.9967,462.4686,581.9089
screen_768x768_120.png,parkinglot,374.6696,312.2878,392.1904,263.9499
screen_768x768_120.png,parkinglot,605.3414,503.4519,593.6265,551.131
screen_768x768_120.png,parkinglot,350.6041,317.7723,365.7939,268.9041
screen_768x768_120.png,parkinglot,624.8278,498.2016,613.889,546.3764
screen_768x768_120.png,parkinglot,451.5316,320.2772,499.0881,307.6149
screen_768x768_120.png,parkinglot,518.1342,525.3875,506.772,571.4762000000001
screen_768x768_120.png,parkinglot,561.9182,514.693,551.0297,561.1052999999999
screen_768x768_120.png,parkinglot,395.9687,307.4793,423.3257,265.7145
screen_768x768_120.png,parkinglot,497.7389,529.6595,483.6429,576.8938
screen_768x768_120.png,parkinglot,584.2299,509.1408,570.4751,556.5536999999999
screen_768x768_120.png,parkinglot,279.0526,334.0143,291.7198,285.7258
screen_768x768_120.png,parkinglot,433.8282,313.7776,478.3699,289.1835
screen_768x768_120.png,parkinglot,409.991,551.0110999999999,397.7674,597.1474000000001
screen_768x768_120.png,parkinglot,387.0887,556.0085,376.6136,602.0907
screen_768x768_120.png,parkinglot,431.225,545.2754,420.8744,591.7349
screen_768x768_120.png,parkinglot,414.6986,308.2244,451.0645,273.6535
screen_768x768_130.png.txt,parkinglot,,,,
screen_768x768_199.png.txt,parkinglot,,,,
screen_768x768_189.png.txt,parkinglot,,,,
screen_768x768_29.png.txt,parkinglot,,,,
screen_768x768_39.png.txt,parkinglot,,,,
screen_768x768_90.png.txt,parkinglot,,,,
screen_768x768_80.png.txt,parkinglot,,,,
screen_768x768_279.png,parkinglot,208.4012,631.8405,240.1192,592.1237
screen_768x768_279.png,parkinglot,166.8132,620.7487,197.43200000000002,582.8188
screen_768x768_279.png,parkinglot,271.1996,643.7275,305.4071,613.7298000000001
screen_768x768_279.png,parkinglot,442.3294,729.94132,484.56199999999995,704.32738
screen_768x768_279.png,parkinglot,466.0412,741.24133,506.3353,714.57664
screen_768x768_279.png,parkinglot,376.7534,696.67033,417.7724,669.08208
screen_768x768_279.png,parkinglot,487.3952,752.53551,529.7043,725.61909
screen_768x768_279.png,parkinglot,230.2532,634.9131,261.459,597.8117
screen_768x768_279.png,parkinglot,251.0278,638.3857,283.8694,603.7656
screen_768x768_279.png,parkinglot,420.9518,718.7016,461.9762,692.40779
screen_768x768_279.png,parkinglot,186.6678,626.028,216.5597,587.9069
screen_768x768_279.png,parkinglot,398.4897,706.85692,439.9139,680.74812
screen_768x768_279.png,parkinglot,509.3394,764.155312,548.8281,735.75163
screen_768x768_301.png.txt,parkinglot,,,,
screen_768x768_269.png.txt,parkinglot,,,,
screen_768x768_311.png.txt,parkinglot,,,,
screen_768x768_327.png,parkinglot,274.9456,376.4592,306.9194,336.2588
screen_768x768_327.png,parkinglot,233.1229,365.2323,263.9877,326.8404
screen_768x768_327.png,parkinglot,338.1061,388.4909,372.5692,358.12800000000004
screen_768x768_327.png,parkinglot,510.1339,475.7526,552.6638,449.8276
screen_768x768_327.png,parkinglot,533.9708,487.1899,574.5522,460.2014
screen_768x768_327.png,parkinglot,444.2146,442.0775,485.5269,414.1539
screen_768x768_327.png,parkinglot,555.4355,498.6212,598.0448,471.378
screen_768x768_327.png,parkinglot,296.9253,379.5692,328.3798,342.01599999999996
screen_768x768_327.png,parkinglot,317.8204,383.084,350.9167,348.0424
screen_768x768_327.png,parkinglot,488.645,464.3764,529.9606,437.7631
screen_768x768_327.png,parkinglot,253.0896,370.57599999999996,283.2235,331.9906
screen_768x768_327.png,parkinglot,466.0661,452.3878,507.7836,425.9618
screen_768x768_327.png,parkinglot,577.4935,510.382,617.2677,481.6335
screen_768x768_337.png.txt,parkinglot,,,,
screen_768x768_139.png.txt,parkinglot,,,,
screen_768x768_129.png,parkinglot,18.9887,498.2016,8.741203,546.3764
screen_768x768_180.png.txt,parkinglot,,,,
screen_768x768_190.png.txt,parkinglot,,,,
screen_768x768_284.png,parkinglot,107.1029,729.94132,149.131,704.32738
screen_768x768_284.png,parkinglot,130.9049,741.24133,170.9861,714.57664
screen_768x768_284.png,parkinglot,41.26133,696.67033,82.06011,669.08208
screen_768x768_284.png,parkinglot,152.349,752.53551,194.4434,725.61909
screen_768x768_284.png,parkinglot,85.6355,718.7016,126.45,692.40779
screen_768x768_284.png,parkinglot,63.078869999999995,706.85692,104.2947,680.74812
screen_768x768_284.png,parkinglot,174.386,764.155312,213.648,735.75163
screen_768x768_294.png.txt,parkinglot,,,,
screen_768x768_5.png.txt,parkinglot,,,,
screen_768x768_106.png.txt,parkinglot,,,,
screen_768x768_116.png,parkinglot,597.3961,323.1201,611.4442,274.8067
screen_768x768_116.png,parkinglot,526.4998,340.1017,538.5717,290.6749
screen_768x768_116.png,parkinglot,723.1866,539.47,709.9954,586.9227
screen_768x768_116.png,parkinglot,572.4284,328.8047,587.3934,280.5043
screen_768x768_116.png,parkinglot,743.4274,533.9967,731.1964,581.9089
screen_768x768_116.png,parkinglot,645.1168,312.2878,662.9459,263.9499
screen_768x768_116.png,parkinglot,621.0164,317.7723,636.5177,268.9041
screen_768x768_116.png,parkinglot,666.4465,307.4793,694.0699,265.7145
screen_768x768_116.png,parkinglot,766.625,529.6595,752.4028,576.8938
screen_768x768_116.png,parkinglot,549.3613,334.0143,562.3364,285.7258
screen_768x768_116.png,parkinglot,704.2659,313.7776,748.9645,289.1835
screen_768x768_116.png,parkinglot,678.6322,551.0110999999999,666.3981,597.1474000000001
screen_768x768_116.png,parkinglot,655.6708,556.0085,645.2128,602.0907
screen_768x768_116.png,parkinglot,699.9298,545.2754,689.5396,591.7349
screen_768x768_116.png,parkinglot,685.1718,308.2244,721.758,273.6535
screen_768x768_52.png.txt,parkinglot,,,,
screen_768x768_42.png.txt,parkinglot,,,,
screen_768x768_260.png.txt,parkinglot,,,,
screen_768x768_318.png.txt,parkinglot,,,,
screen_768x768_270.png.txt,parkinglot,,,,
screen_768x768_308.png.txt,parkinglot,,,,
screen_768x768_202.png.txt,parkinglot,,,,
screen_768x768_212.png.txt,parkinglot,,,,
screen_768x768_30.png.txt,parkinglot,,,,
screen_768x768_20.png.txt,parkinglot,,,,
screen_768x768_164.png,parkinglot,666.7056,64.35339999999997,680.9191,15.448099999999954
screen_768x768_164.png,parkinglot,595.3489,81.54290000000003,607.5753,31.510899999999992
screen_768x768_164.png,parkinglot,641.5763,70.10760000000005,656.712,21.21550000000002
screen_768x768_164.png,parkinglot,714.7356,53.38850000000002,732.7534,4.458300000000008
screen_768x768_164.png,parkinglot,690.4789,58.94010000000003,706.1556,9.473100000000045
screen_768x768_164.png,parkinglot,736.2035,48.52110000000005,764.0648,6.244500000000016
screen_768x768_164.png,parkinglot,618.3599,75.38100000000009,631.4933,26.50109999999995
screen_768x768_164.png,parkinglot,747.9863,295.2989,735.6754,341.7248
screen_768x768_164.png,parkinglot,724.8704,300.3831,714.3535,346.7282
screen_768x768_174.png,parkinglot,203.145,263.1172,190.6907,310.7303
screen_768x768_174.png,parkinglot,116.8451,283.5652,103.74,331.3758
screen_768x768_174.png,parkinglot,137.0677,277.9991,124.99700000000001,326.301
screen_768x768_174.png,parkinglot,34.48965,53.38850000000002,51.72755,4.458300000000008
screen_768x768_174.png,parkinglot,268.1545,246.9253,256.7031,295.1483
screen_768x768_174.png,parkinglot,10.32152,58.94010000000003,25.209570000000003,9.473100000000045
screen_768x768_174.png,parkinglot,287.6686,241.57410000000004,277.0504,290.3359
screen_768x768_174.png,parkinglot,111.8854,61.47569999999996,159.6301,48.658300000000054
screen_768x768_174.png,parkinglot,180.7318,269.2328,169.4852,315.7411
screen_768x768_174.png,parkinglot,224.6268,258.3557,213.928,305.244
screen_768x768_174.png,parkinglot,55.88004,48.52110000000005,83.06726,6.244500000000016
screen_768x768_174.png,parkinglot,160.2815,273.583,146.2593,321.2248
screen_768x768_174.png,parkinglot,246.9949,252.70979999999997,233.4548,300.6371
